customer_no,survey_id_2,datesubmit_2,sample2_2,sample3_2,countmisq1_2,countmisq2_2,q1ar_2,q1br_2,q1cr_2,q1dr_2,q1er_2,q1fr_2,q1gr_2,q1hr_2,q1ir_2,q1jr_2,q1kr_2,q2ar_2,q2br_2,q2cr_2,q2dr_2,q2er_2,q2fr_2,q2gr_2,q2hr_2,q2ir_2,q2jr_2,q2kr_2,q2lr_2,q1sum_2,q2sum_2,q1opera_sum,q1musical_sum,q1recital_sum,q2opera_sum,q2musical_sum,q2recital_sum,age3,q1category,q1opera,q1musical,q1recital,q1program_sum,q2opera,q2musical,q2recital,q2program_sum,misq1r_2
717197,1188,2/14/17,2,1,9,12,0,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , ,2, ,0,1,1, , , , ,3,0,1,1,2,0,0,0, ,0
717221,996,2/13/17,2,1,8,12,1,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , ,3, ,1,1,1, , , , ,3,1,1,1,3,0,0,0, ,0
717373,188,2/4/17,2,1,8,12,1,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , ,3, ,1,1,1, , , , ,3,1,1,1,3,0,0,0, ,0
717439,107,2/4/17,2,1,9,12,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,0,2,0, , , , ,2,0,1,0,1,0,0,0, ,0
717590,940,2/13/17,2,1,10,12,1,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1, ,1,0,0, , , , , ,1,0,0,1,0,0,0, ,0
717646,821,2/7/17,2,1,11,7, , , , , , , , , , , ,1,0,1,1,0,1,0,0,0,1,0,0, ,5, , , ,2,2,1, , ,0,0,0, ,1,1,1,3,11
717724,117,2/4/17,2,1,11,7, , , , , , , , , , , ,0,1,0,1,1,1,0,0,0,1,0,0, ,5, , , ,1,3,1, , ,0,0,0, ,1,1,1,3,11
717727,458,2/4/17,2,1,11,11, , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0,0, ,1, , , ,0,1,0, , ,0,0,0, ,0,1,0,1,11
718022,952,2/13/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
718075,99,2/4/17,2,1,8,12,0,0,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,3, ,0,2,1, , , , ,3,0,1,1,2,0,0,0, ,0
718091,649,2/5/17,2,1,7,12,1,1,0,0,0,0,0,0,1,1,0, , , , , , , , , , , , ,4, ,2,0,1, , , , ,4,1,0,1,3,0,0,0, ,0
718113,376,2/4/17,2,1,11,7, , , , , , , , , , , ,1,1,0,1,0,0,1,0,0,1,0,0, ,5, , , ,2,1,2, , ,0,0,0, ,1,1,1,3,11
718215,442,2/4/17,2,1,9,12,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,0,2,0, , , , ,2,0,1,0,1,0,0,0, ,0
718345,164,2/4/17,2,1,8,12,0,1,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,2,0, , , , ,2,1,1,0,2,0,0,0, ,0
718364,76,2/4/17,2,1,9,12,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,0,2,0, , , , ,2,0,1,0,1,0,0,0, ,0
718468,125,2/4/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
718806,454,2/4/17,2,1,8,12,0,0,0,1,0,0,0,0,1,0,1, , , , , , , , , , , , ,3, ,0,1,1, , , , ,5,0,1,1,3,0,0,0, ,0
718966,362,2/4/17,2,1,8,12,0,0,0,1,1,0,0,0,0,1,0, , , , , , , , , , , , ,3, ,0,2,0, , , , ,4,0,1,0,2,0,0,0, ,0
719001,147,2/4/17,2,1,8,12,1,0,0,0,1,0,0,0,0,1,0, , , , , , , , , , , , ,3, ,1,1,0, , , , ,4,1,1,0,3,0,0,0, ,0
719182,539,2/4/17,2,1,8,12,0,0,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,1,1, , , , ,5,0,1,1,3,0,0,0, ,0
719297,618,2/5/17,2,1,6,12,1,1,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,5, ,2,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
719354,653,2/5/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
719384,429,2/4/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,1,0,0,1,0,1,0,0, ,4, , , ,0,2,2, , ,0,0,0, ,0,1,1,2,11
719397,699,2/5/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,1,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
719398,623,2/5/17,2,1,11,7, , , , , , , , , , , ,0,0,1,0,1,1,1,0,0,0,0,1, ,5, , , ,1,2,1, , ,0,0,0, ,1,1,1,4,11
719445,769,2/6/17,2,1,8,12,0,1,0,1,0,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,1,0, , , , ,5,1,1,0,3,0,0,0, ,0
719496,612,2/5/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
719640,1102,2/13/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,0,1,0,0,0,0,1,0, ,4, , , ,1,2,0, , ,0,0,0, ,1,1,0,3,11
719911,1001,2/13/17,2,1,7,12,1,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,4, ,1,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
719924,1115,2/13/17,2,1,7,12,1,0,1,0,0,1,0,1,0,0,0, , , , , , , , , , , , ,4, ,2,0,2, , , , ,3,1,0,1,2,0,0,0, ,0
719981,325,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,1,0,0,0,0,0,0,0, ,3, , , ,1,2,0, , ,0,0,0, ,1,1,0,2,11
720318,886,2/13/17,2,1,11,10, , , , , , , , , , , ,0,0,0,0,1,1,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
720372,128,2/4/17,2,1,6,12,1,0,0,0,1,0,1,1,0,0,1, , , , , , , , , , , , ,5, ,1,1,2, , , , ,5,1,1,1,4,0,0,0, ,0
720414,527,2/4/17,2,1,10,12,0,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , ,1, ,0,1,0, , , , ,2,0,1,0,1,0,0,0, ,0
720462,1247,2/16/17,2,1,11,8, , , , , , , , , , , ,0,1,0,1,1,1,0,0,0,0,0,0, ,4, , , ,1,3,0, , ,0,0,0, ,1,1,0,2,11
720496,1233,2/15/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,0,1,1,0,0,0,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
720675,431,2/4/17,2,1,7,12,0,0,0,1,1,0,1,1,0,0,0, , , , , , , , , , , , ,4, ,0,2,2, , , , ,3,0,1,1,2,0,0,0, ,0
720750,405,2/4/17,2,1,11,6, , , , , , , , , , , ,1,0,0,1,1,1,0,1,0,0,0,1, ,6, , , ,1,3,1, , ,0,0,0, ,1,1,1,4,11
721295,942,2/13/17,2,1,11,10, , , , , , , , , , , ,1,0,1,0,0,0,0,0,0,0,0,0, ,2, , , ,2,0,0, , ,0,0,0, ,1,0,0,1,11
721393,260,2/4/17,2,1,11,8, , , , , , , , , , , ,1,1,0,1,0,0,0,0,0,0,0,1, ,4, , , ,2,1,0, , ,0,0,0, ,1,1,0,3,11
724400,923,2/13/17,2,1,11,6, , , , , , , , , , , ,1,1,1,0,0,0,1,0,1,0,1,0, ,6, , , ,3,0,2, , ,0,0,0, ,1,0,1,3,11
724927,1195,2/14/17,2,1,7,12,1,0,0,0,1,1,0,0,0,1,0, , , , , , , , , , , , ,4, ,1,1,1, , , , ,4,1,1,1,4,0,0,0, ,0
724995,97,2/4/17,2,1,8,12,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,2,0, , , , ,2,1,1,0,2,0,0,0, ,0
725678,186,2/4/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,1,0,1,0,0,1,0,0, ,4, , , ,0,2,2, , ,0,0,0, ,0,1,1,2,11
725874,827,2/7/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,0,0,0,1,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
726860,1199,2/14/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,1,1,0,1,0,0,0,0, ,4, , , ,0,3,1, , ,0,0,0, ,0,1,1,2,11
727579,820,2/7/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,0,0,1,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
728257,597,2/4/17,2,1,8,12,1,0,0,0,0,1,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,0,1, , , , ,5,1,0,1,3,0,0,0, ,0
729897,1096,2/13/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
732507,652,2/5/17,2,1,11,6, , , , , , , , , , , ,1,1,0,1,0,0,1,1,0,0,0,1, ,6, , , ,2,1,2, , ,0,0,0, ,1,1,1,4,11
734236,378,2/4/17,2,1,10,12,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1, ,0,0,0, , , , ,5,0,0,0,1,0,0,0, ,0
734296,338,2/4/17,2,1,5,12,1,1,1,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,6, ,3,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
735063,1166,2/13/17,2,1,6,12,0,0,0,1,1,1,1,0,0,1,0, , , , , , , , , , , , ,5, ,0,2,2, , , , ,4,0,1,1,3,0,0,0, ,0
735802,365,2/4/17,2,1,5,12,1,1,0,0,1,1,1,0,0,1,0, , , , , , , , , , , , ,6, ,2,1,2, , , , ,4,1,1,1,4,0,0,0, ,0
735978,318,2/4/17,2,1,7,12,1,0,0,1,1,0,0,0,0,1,0, , , , , , , , , , , , ,4, ,1,2,0, , , , ,4,1,1,0,3,0,0,0, ,0
737197,854,2/9/17,2,1,7,12,1,1,0,0,0,1,0,0,0,0,1, , , , , , , , , , , , ,4, ,2,0,1, , , , ,5,1,0,1,3,0,0,0, ,0
738065,314,2/4/17,2,1,11,6, , , , , , , , , , , ,1,1,1,1,1,1,0,0,0,0,0,0, ,6, , , ,3,3,0, , ,0,0,0, ,1,1,0,2,11
738667,95,2/4/17,2,1,7,12,0,0,0,1,1,1,0,0,0,0,1, , , , , , , , , , , , ,4, ,0,2,1, , , , ,5,0,1,1,3,0,0,0, ,0
738760,283,2/4/17,2,1,11,8, , , , , , , , , , , ,0,0,0,0,1,1,1,0,0,1,0,0, ,4, , , ,0,2,2, , ,0,0,0, ,0,1,1,2,11
739027,588,2/4/17,2,1,6,12,1,1,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,5, ,2,2,1, , , , ,3,1,1,1,3,0,0,0, ,0
739480,104,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,0,1,0,0,0,0,0, ,2, , , ,0,1,1, , ,0,0,0, ,0,1,1,2,11
739654,1237,2/15/17,2,1,6,12,1,0,0,1,1,0,0,0,0,1,1, , , , , , , , , , , , ,5, ,1,2,0, , , , ,5,1,1,0,4,0,0,0, ,0
740184,380,2/4/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
740967,1081,2/14/17,2,1,11,10, , , , , , , , , , , ,0,0,0,0,1,1,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
740969,548,2/4/17,2,1,8,12,0,0,0,0,1,0,1,0,0,0,1, , , , , , , , , , , , ,3, ,0,1,1, , , , ,5,0,1,1,3,0,0,0, ,0
741019,1256,2/17/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
741304,129,2/4/17,2,1,11,6, , , , , , , , , , , ,1,0,0,1,1,0,1,1,1,0,0,0, ,6, , , ,1,2,3, , ,0,0,0, ,1,1,1,3,11
741469,392,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,0,1,0,0,0,0,0, ,2, , , ,0,1,1, , ,0,0,0, ,0,1,1,2,11
741524,1170,2/14/17,2,1,7,12,1,0,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,4, ,1,2,1, , , , ,3,1,1,1,3,0,0,0, ,0
741542,1219,2/14/17,2,1,11,10, , , , , , , , , , , ,0,0,0,0,1,1,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
741545,1099,2/13/17,2,1,11,3, , , , , , , , , , , ,1,1,0,1,1,1,1,1,1,1,0,0, ,9, , , ,2,3,4, , ,0,0,0, ,1,1,1,3,11
741936,873,2/12/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,0,1,0,0,0,0,0,1, ,3, , , ,0,2,0, , ,0,0,0, ,0,1,0,2,11
742315,891,2/13/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,0,1,0,1,0,1,0,0, ,4, , , ,0,2,2, , ,0,0,0, ,0,1,1,2,11
742369,1224,2/14/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,0,0,1,1,0,0,0,0, ,4, , , ,1,1,2, , ,0,0,0, ,1,1,1,3,11
742414,1045,2/13/17,2,1,5,12,0,0,0,1,1,0,1,0,1,1,1, , , , , , , , , , , , ,6, ,0,2,2, , , , ,5,0,1,1,4,0,0,0, ,0
742521,655,2/5/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
742562,437,2/4/17,2,1,8,12,0,0,0,0,0,1,0,0,1,0,1, , , , , , , , , , , , ,3, ,0,0,2, , , , ,5,0,0,1,2,0,0,0, ,0
742794,774,2/6/17,2,1,5,12,1,0,0,1,1,1,1,0,0,0,1, , , , , , , , , , , , ,6, ,1,2,2, , , , ,5,1,1,1,4,0,0,0, ,0
742914,975,2/13/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
743085,482,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,1,0,0,0,0,0,0,0, ,3, , , ,1,2,0, , ,0,0,0, ,1,1,0,2,11
743142,406,2/4/17,2,1,11,7, , , , , , , , , , , ,0,1,0,1,1,1,0,0,0,1,0,0, ,5, , , ,1,3,1, , ,0,0,0, ,1,1,1,3,11
743350,725,2/5/17,2,1,8,12,1,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,2,0,0, , , , ,5,1,0,0,2,0,0,0, ,0
743589,773,2/6/17,2,1,7,12,1,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,4, ,1,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
743859,691,2/5/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
743867,722,2/5/17,2,1,7,12,1,0,0,0,1,0,0,0,1,0,1, , , , , , , , , , , , ,4, ,1,1,1, , , , ,5,1,1,1,4,0,0,0, ,0
743907,1242,2/15/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,0,1,1,0,0,0,0,0, ,4, , , ,1,2,1, , ,0,0,0, ,1,1,1,3,11
744031,1206,2/14/17,2,1,9,12,0,0,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,2, ,0,1,0, , , , ,5,0,1,0,2,0,0,0, ,0
744065,930,2/13/17,2,1,11,7, , , , , , , , , , , ,0,0,1,0,1,1,0,1,0,0,0,1, ,5, , , ,1,2,1, , ,0,0,0, ,1,1,1,4,11
744141,1057,2/13/17,2,1,6,12,1,0,1,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,5, ,2,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
744249,1097,2/13/17,2,1,11,3, , , , , , , , , , , ,0,0,0,1,1,1,1,1,1,1,1,1, ,9, , , ,0,3,4, , ,0,0,0, ,0,1,1,4,11
744361,1180,2/14/17,2,1,7,12,0,1,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,4, ,1,2,1, , , , ,3,1,1,1,3,0,0,0, ,0
744485,100,2/4/17,2,1,11,9, , , , , , , , , , , ,0,1,0,1,0,0,0,0,0,1,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
744766,686,2/5/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,0,0,1,1,0,0,0,0, ,4, , , ,1,1,2, , ,0,0,0, ,1,1,1,3,11
744798,170,2/4/17,2,1,6,12,0,0,0,1,1,1,1,0,0,0,1, , , , , , , , , , , , ,5, ,0,2,2, , , , ,5,0,1,1,3,0,0,0, ,0
744895,26,2/4/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
744941,721,2/5/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
744986,808,2/6/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
745094,1106,2/13/17,2,1,7,12,1,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,4, ,1,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
745231,1198,2/14/17,2,1,11,8, , , , , , , , , , , ,1,0,0,0,0,0,0,1,1,0,0,1, ,4, , , ,1,0,2, , ,0,0,0, ,1,0,1,3,11
745231,1205,2/14/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,1,0,0,0,0,0,0,1, ,4, , , ,1,2,0, , ,0,0,0, ,1,1,0,3,11
745373,526,2/4/17,2,1,9,12,0,0,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,2, ,0,1,0, , , , ,5,0,1,0,2,0,0,0, ,0
745689,32,2/4/17,2,1,11,11, , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0, ,1, , , ,0,1,0, , ,0,0,0, ,0,1,0,1,11
745697,227,2/4/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,1,0,0,0,0,0,1,0, ,4, , , ,1,2,0, , ,0,0,0, ,1,1,0,3,11
745755,1226,2/14/17,2,1,5,12,1,1,0,1,1,0,0,0,0,1,1, , , , , , , , , , , , ,6, ,2,2,0, , , , ,5,1,1,0,4,0,0,0, ,0
745858,654,2/5/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,1,0,1,0,0,0,0,1, ,4, , , ,0,2,1, , ,0,0,0, ,0,1,1,3,11
745873,1152,2/13/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,0,0,1,0,0,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
745988,1236,2/15/17,2,1,5,12,0,0,0,1,1,1,1,0,1,0,1, , , , , , , , , , , , ,6, ,0,2,3, , , , ,5,0,1,1,3,0,0,0, ,0
746008,105,2/4/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
746103,20,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,1,0,0,0,0,0,0, ,3, , , ,1,2,0, , ,0,0,0, ,1,1,0,2,11
746222,1248,2/16/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
746240,598,2/4/17,2,1,7,12,1,0,0,0,1,0,0,0,1,1,0, , , , , , , , , , , , ,4, ,1,1,1, , , , ,4,1,1,1,4,0,0,0, ,0
746254,1149,2/13/17,2,1,10,12,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,1, ,0,1,0, , , , ,2,0,1,0,1,0,0,0, ,0
746329,1251,2/16/17,2,1,7,12,0,0,0,1,1,1,0,0,0,0,1, , , , , , , , , , , , ,4, ,0,2,1, , , , ,5,0,1,1,3,0,0,0, ,0
746435,980,2/13/17,2,1,8,12,1,0,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,1,0, , , , ,5,1,1,0,3,0,0,0, ,0
746466,1137,2/13/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
746632,418,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,1, ,3, , , ,0,2,0, , ,0,0,0, ,0,1,0,2,11
746639,833,2/7/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,1,1,0,1,0,0,0,0, ,4, , , ,0,3,1, , ,0,0,0, ,0,1,1,2,11
746810,918,2/13/17,2,1,0,12,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,11, ,3,2,4, , , , ,5,1,1,1,5,0,0,0, ,0
746896,102,2/4/17,2,1,6,12,1,1,0,1,1,0,1,0,0,0,0, , , , , , , , , , , , ,5, ,2,2,1, , , , ,3,1,1,1,3,0,0,0, ,0
746950,89,2/4/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,0,1,1,0,0,0,0,0, ,4, , , ,1,2,1, , ,0,0,0, ,1,1,1,3,11
746993,456,2/4/17,2,1,11,11, , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0,0, ,1, , , ,0,1,0, , ,0,0,0, ,0,1,0,1,11
747017,94,2/4/17,2,1,11,11, , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0,0, ,1, , , ,0,1,0, , ,0,0,0, ,0,1,0,1,11
747181,489,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,1,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
747183,592,2/4/17,2,1,9,12,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,0,2,0, , , , ,2,0,1,0,1,0,0,0, ,0
747202,123,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,0,1,0,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
747668,836,2/7/17,2,1,9,12,0,0,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,2, ,0,1,0, , , , ,5,0,1,0,2,0,0,0, ,0
747723,115,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,0,0,1,0,0,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
747829,292,2/4/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
747855,460,2/4/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
748000,897,2/13/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,1,0, ,2, , , ,0,1,0, , ,0,0,0, ,0,1,0,2,11
748115,1139,2/13/17,2,1,8,12,0,1,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,1,0, , , , ,5,1,1,0,3,0,0,0, ,0
748644,668,2/5/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,1,1,0,0,0,0,0,0, ,4, , , ,1,3,0, , ,0,0,0, ,1,1,0,2,11
748650,298,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
748752,1130,2/13/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
748782,386,2/4/17,2,1,8,12,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,2,0, , , , ,2,1,1,0,2,0,0,0, ,0
748793,664,2/5/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
748834,1105,2/13/17,2,1,11,11, , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0,0, ,1, , , ,0,1,0, , ,0,0,0, ,0,1,0,1,11
748881,715,2/5/17,2,1,7,12,1,1,0,0,1,0,0,0,0,1,0, , , , , , , , , , , , ,4, ,2,1,0, , , , ,4,1,1,0,3,0,0,0, ,0
749097,970,2/13/17,2,1,11,7, , , , , , , , , , , ,1,0,0,0,0,1,0,0,0,1,1,1, ,5, , , ,1,1,1, , ,0,0,0, ,1,1,1,5,11
749149,590,2/4/17,2,1,7,12,1,0,0,0,1,1,1,0,0,0,0, , , , , , , , , , , , ,4, ,1,1,2, , , , ,3,1,1,1,3,0,0,0, ,0
749162,924,2/13/17,2,1,8,12,0,0,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,1,1, , , , ,5,0,1,1,3,0,0,0, ,0
749281,1110,2/13/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
749346,582,2/4/17,2,1,8,12,0,0,0,1,0,0,1,0,0,0,1, , , , , , , , , , , , ,3, ,0,1,1, , , , ,5,0,1,1,3,0,0,0, ,0
749488,987,2/13/17,2,1,11,7, , , , , , , , , , , ,1,0,0,1,1,0,1,1,0,0,0,0, ,5, , , ,1,2,2, , ,0,0,0, ,1,1,1,3,11
749672,751,2/6/17,2,1,4,12,1,1,0,1,1,1,1,0,0,0,1, , , , , , , , , , , , ,7, ,2,2,2, , , , ,5,1,1,1,4,0,0,0, ,0
749860,1069,2/13/17,2,1,6,12,1,0,0,1,0,1,0,0,0,1,1, , , , , , , , , , , , ,5, ,1,1,1, , , , ,5,1,1,1,5,0,0,0, ,0
749896,329,2/4/17,2,1,8,12,1,0,0,1,0,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,1,0, , , , ,5,1,1,0,3,0,0,0, ,0
749923,79,2/4/17,2,1,5,12,0,1,0,0,1,1,1,1,0,0,1, , , , , , , , , , , , ,6, ,1,1,3, , , , ,5,1,1,1,4,0,0,0, ,0
750131,1098,2/13/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,1,0,0, ,2, , , ,0,1,1, , ,0,0,0, ,0,1,1,2,11
750397,1022,2/13/17,2,1,11,8, , , , , , , , , , , ,1,0,0,0,1,0,1,1,0,0,0,0, ,4, , , ,1,1,2, , ,0,0,0, ,1,1,1,3,11
750571,558,2/4/17,2,1,11,7, , , , , , , , , , , ,0,0,1,0,0,1,1,0,0,0,1,1, ,5, , , ,1,1,1, , ,0,0,0, ,1,1,1,5,11
