customer_no,survey_id_2,datesubmit_2,sample2_2,sample3_2,countmisq1_2,countmisq2_2,q1ar_2,q1br_2,q1cr_2,q1dr_2,q1er_2,q1fr_2,q1gr_2,q1hr_2,q1ir_2,q1jr_2,q1kr_2,q2ar_2,q2br_2,q2cr_2,q2dr_2,q2er_2,q2fr_2,q2gr_2,q2hr_2,q2ir_2,q2jr_2,q2kr_2,q2lr_2,q1sum_2,q2sum_2,q1opera_sum,q1musical_sum,q1recital_sum,q2opera_sum,q2musical_sum,q2recital_sum,age3,q1category,q1opera,q1musical,q1recital,q1program_sum,q2opera,q2musical,q2recital,q2program_sum,misq1r_2
490147,449,2/4/17,2,1,8,12,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,2,0, , , , ,2,1,1,0,2,0,0,0, ,0
490756,58,2/4/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
491454,1146,2/13/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
497496,1035,2/13/17,2,1,11,0, , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, ,12, , , ,3,3,4, , ,0,0,0, ,1,1,1,5,11
508798,240,2/4/17,2,1,6,12,0,1,0,1,1,0,1,0,0,0,1, , , , , , , , , , , , ,5, ,1,2,1, , , , ,5,1,1,1,4,0,0,0, ,0
512350,134,2/4/17,2,1,8,12,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,2,0, , , , ,2,1,1,0,2,0,0,0, ,0
521012,322,2/4/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
523399,1189,2/14/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,0,0,1,1,0,0,0,0, ,4, , , ,1,1,2, , ,0,0,0, ,1,1,1,3,11
526608,136,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,1,0,0,1,1,0,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
528762,62,2/4/17,2,1,8,12,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,2,0, , , , ,2,1,1,0,2,0,0,0, ,0
532847,817,2/7/17,2,1,11,10, , , , , , , , , , , ,1,0,0,1,0,0,0,0,0,0,0,0, ,2, , , ,1,1,0, , ,0,0,0, ,1,1,0,2,11
532847,818,2/7/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
533817,632,2/5/17,2,1,5,12,0,0,0,1,1,1,1,1,1,0,0, , , , , , , , , , , , ,6, ,0,2,4, , , , ,3,0,1,1,2,0,0,0, ,0
538314,576,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,0,1,0,0,0,0,0, ,2, , , ,0,1,1, , ,0,0,0, ,0,1,1,2,11
540700,564,2/4/17,2,1,8,12,1,0,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,1,0, , , , ,5,1,1,0,3,0,0,0, ,0
546766,1164,2/13/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,1,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
547371,671,2/5/17,2,1,8,12,0,0,0,0,0,1,1,0,0,0,1, , , , , , , , , , , , ,3, ,0,0,2, , , , ,5,0,0,1,2,0,0,0, ,0
548077,1086,2/13/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,0,1,0,0,0,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
548193,332,2/4/17,2,1,9,12,1,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2, ,1,0,0, , , , ,5,1,0,0,2,0,0,0, ,0
550455,855,2/9/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,0,0,1,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
550631,416,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
551058,530,2/4/17,2,1,8,12,0,1,0,0,0,1,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,0,1, , , , ,5,1,0,1,3,0,0,0, ,0
551687,937,2/13/17,2,1,11,0, , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, ,12, , , ,3,3,4, , ,0,0,0, ,1,1,1,5,11
552190,870,2/11/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,0,0,1,0,0,0,1,0, ,4, , , ,1,1,1, , ,0,0,0, ,1,1,1,4,11
553657,694,2/5/17,2,1,11,7, , , , , , , , , , , ,0,0,0,1,1,1,1,1,0,0,0,0, ,5, , , ,0,3,2, , ,0,0,0, ,0,1,1,2,11
553879,1056,2/13/17,2,1,6,12,1,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , ,5, ,1,1,1, , , , ,5,1,1,1,5,0,0,0, ,0
554851,963,2/13/17,2,1,11,8, , , , , , , , , , , ,0,1,1,0,0,1,0,0,0,1,0,0, ,4, , , ,2,1,1, , ,0,0,0, ,1,1,1,3,11
555267,759,2/6/17,2,1,11,0, , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, ,12, , , ,3,3,4, , ,0,0,0, ,1,1,1,5,11
556691,938,2/13/17,2,1,11,10, , , , , , , , , , , ,1,0,0,1,0,0,0,0,0,0,0,0, ,2, , , ,1,1,0, , ,0,0,0, ,1,1,0,2,11
558934,49,2/4/17,2,1,9,12,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,0,2,0, , , , ,2,0,1,0,1,0,0,0, ,0
559038,542,2/4/17,2,1,11,7, , , , , , , , , , , ,1,0,0,0,1,1,1,1,0,0,0,0, ,5, , , ,1,2,2, , ,0,0,0, ,1,1,1,3,11
560189,480,2/4/17,2,1,7,12,1,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,4, ,1,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
560294,1123,2/13/17,2,1,9,12,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,0,2,0, , , , ,2,0,1,0,1,0,0,0, ,0
561661,1124,2/13/17,2,1,7,12,1,0,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,4, ,1,2,1, , , , ,3,1,1,1,3,0,0,0, ,0
561845,788,2/6/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
561866,267,2/4/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
561930,218,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,0,0,0,0,1,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
562526,407,2/4/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
562528,253,2/4/17,2,1,11,7, , , , , , , , , , , ,1,1,1,1,0,1,0,0,0,0,0,0, ,5, , , ,3,2,0, , ,0,0,0, ,1,1,0,2,11
563682,1034,2/13/17,2,1,6,12,0,1,0,0,1,1,1,0,0,0,1, , , , , , , , , , , , ,5, ,1,1,2, , , , ,5,1,1,1,4,0,0,0, ,0
564272,198,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,0,0,1,0,0,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
572044,1006,2/13/17,2,1,10,12,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,1, ,0,1,0, , , , ,2,0,1,0,1,0,0,0, ,0
572532,662,2/5/17,2,1,11,7, , , , , , , , , , , ,1,0,0,1,1,1,0,1,0,0,0,0, ,5, , , ,1,3,1, , ,0,0,0, ,1,1,1,3,11
576187,47,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,0,0,0,1,0,1,0,0,0, ,3, , , ,1,0,2, , ,0,0,0, ,1,0,1,2,11
582951,609,2/4/17,2,1,0,12,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,11, ,3,2,4, , , , ,5,1,1,1,5,0,0,0, ,0
593156,656,2/5/17,2,1,11,8, , , , , , , , , , , ,0,0,1,0,0,1,1,0,0,0,0,1, ,4, , , ,1,1,1, , ,0,0,0, ,1,1,1,4,11
593741,525,2/4/17,2,1,11,7, , , , , , , , , , , ,1,0,0,1,0,0,1,0,1,1,0,0, ,5, , , ,1,1,3, , ,0,0,0, ,1,1,1,3,11
595214,1059,2/13/17,2,1,11,8, , , , , , , , , , , ,1,1,0,1,0,0,1,0,0,0,0,0, ,4, , , ,2,1,1, , ,0,0,0, ,1,1,1,3,11
595784,753,2/6/17,2,1,11,9, , , , , , , , , , , ,0,0,0,0,0,1,0,0,0,1,1,0, ,3, , , ,0,1,1, , ,0,0,0, ,0,1,1,3,11
595791,335,2/4/17,2,1,6,12,1,0,0,1,1,0,0,0,0,1,1, , , , , , , , , , , , ,5, ,1,2,0, , , , ,5,1,1,0,4,0,0,0, ,0
597145,570,2/4/17,2,1,8,12,0,1,0,0,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,1,1,0, , , , ,5,1,1,0,3,0,0,0, ,0
597828,913,2/13/17,2,1,6,12,1,0,1,1,1,0,0,0,0,1,0, , , , , , , , , , , , ,5, ,2,2,0, , , , ,4,1,1,0,3,0,0,0, ,0
598412,916,2/13/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,0,1,1,0,0,0,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
603889,815,2/7/17,2,1,11,8, , , , , , , , , , , ,1,0,1,1,0,0,1,0,0,0,0,0, ,4, , , ,2,1,1, , ,0,0,0, ,1,1,1,3,11
604408,274,2/4/17,2,1,5,12,1,1,0,1,1,1,0,0,0,0,1, , , , , , , , , , , , ,6, ,2,2,1, , , , ,5,1,1,1,4,0,0,0, ,0
606482,367,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,1,0,1,0,0,1,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
609143,1018,2/13/17,2,1,9,12,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , ,2, ,1,0,0, , , , ,4,1,0,0,2,0,0,0, ,0
610358,118,2/4/17,2,1,7,12,1,1,0,0,1,0,0,0,0,1,0, , , , , , , , , , , , ,4, ,2,1,0, , , , ,4,1,1,0,3,0,0,0, ,0
612922,982,2/13/17,2,1,0,12,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,11, ,3,2,4, , , , ,5,1,1,1,5,0,0,0, ,0
612934,277,2/4/17,2,1,0,12,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,11, ,3,2,4, , , , ,5,1,1,1,5,0,0,0, ,0
619182,70,2/4/17,2,1,11,0, , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, ,12, , , ,3,3,4, , ,0,0,0, ,1,1,1,5,11
619391,602,2/4/17,2,1,9,12,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,0,2,0, , , , ,2,0,1,0,1,0,0,0, ,0
620338,936,2/13/17,2,1,8,12,0,1,0,0,0,1,1,0,0,0,0, , , , , , , , , , , , ,3, ,1,0,2, , , , ,3,1,0,1,2,0,0,0, ,0
623396,16,2/4/17,2,1,7,12,0,0,0,1,1,1,0,0,0,0,1, , , , , , , , , , , , ,4, ,0,2,1, , , , ,5,0,1,1,3,0,0,0, ,0
623921,919,2/13/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
624722,1259,2/17/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,0,0,0,1,0,0,0,1, ,4, , , ,1,1,1, , ,0,0,0, ,1,1,1,4,11
624764,21,2/4/17,2,1,11,8, , , , , , , , , , , ,1,0,0,1,1,0,0,0,0,0,1,0, ,4, , , ,1,2,0, , ,0,0,0, ,1,1,0,3,11
624912,6,2/4/17,2,1,7,12,1,0,0,0,1,0,1,0,1,0,0, , , , , , , , , , , , ,4, ,1,1,2, , , , ,3,1,1,1,3,0,0,0, ,0
627714,414,2/4/17,2,1,6,12,0,1,1,0,0,1,0,1,0,1,0, , , , , , , , , , , , ,5, ,2,0,2, , , , ,4,1,0,1,3,0,0,0, ,0
630131,554,2/4/17,2,1,8,12,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,2,0, , , , ,2,1,1,0,2,0,0,0, ,0
630565,401,2/9/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,1,0,0,0,0,0,0, ,3, , , ,1,2,0, , ,0,0,0, ,1,1,0,2,11
631107,354,2/4/17,2,1,8,12,1,0,1,0,0,0,0,0,0,1,0, , , , , , , , , , , , ,3, ,2,0,0, , , , ,4,1,0,0,2,0,0,0, ,0
631769,485,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
632122,195,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
632255,388,2/4/17,2,1,11,8, , , , , , , , , , , ,1,0,1,1,1,0,0,0,0,0,0,0, ,4, , , ,2,2,0, , ,0,0,0, ,1,1,0,2,11
632354,856,2/9/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,0,1,0,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
632487,793,2/6/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
632525,307,2/4/17,2,1,7,12,1,0,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,4, ,1,2,1, , , , ,3,1,1,1,3,0,0,0, ,0
632591,193,2/4/17,2,1,7,12,0,0,0,0,1,0,1,0,1,0,1, , , , , , , , , , , , ,4, ,0,1,2, , , , ,5,0,1,1,3,0,0,0, ,0
632657,1154,2/13/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
633001,279,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
633452,346,2/4/17,2,1,11,7, , , , , , , , , , , ,1,0,0,1,0,0,0,1,1,1,0,0, ,5, , , ,1,1,3, , ,0,0,0, ,1,1,1,3,11
633710,409,2/4/17,2,1,11,6, , , , , , , , , , , ,1,0,0,1,1,1,0,1,1,0,0,0, ,6, , , ,1,3,2, , ,0,0,0, ,1,1,1,3,11
633775,1207,2/14/17,2,1,8,12,0,0,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , ,3, ,0,2,1, , , , ,3,0,1,1,2,0,0,0, ,0
634572,669,2/5/17,2,1,11,7, , , , , , , , , , , ,1,0,0,1,1,0,0,0,0,0,1,1, ,5, , , ,1,2,0, , ,0,0,0, ,1,1,0,4,11
634773,519,2/4/17,2,1,7,12,1,0,0,1,1,0,0,0,0,1,0, , , , , , , , , , , , ,4, ,1,2,0, , , , ,4,1,1,0,3,0,0,0, ,0
634834,328,2/4/17,2,1,7,12,0,0,0,1,1,0,0,0,1,1,0, , , , , , , , , , , , ,4, ,0,2,1, , , , ,4,0,1,1,3,0,0,0, ,0
634980,324,2/4/17,2,1,0,12,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,11, ,3,2,4, , , , ,5,1,1,1,5,0,0,0, ,0
635147,197,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,1,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
635422,54,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,0,1,0,0,0,0,0, ,2, , , ,0,1,1, , ,0,0,0, ,0,1,1,2,11
635423,270,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
635487,64,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,1,0,0,0,0,0,0,0, ,3, , , ,1,2,0, , ,0,0,0, ,1,1,0,2,11
635642,599,2/4/17,2,1,11,6, , , , , , , , , , , ,1,1,0,1,1,1,0,1,0,0,0,0, ,6, , , ,2,3,1, , ,0,0,0, ,1,1,1,3,11
636538,432,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
636720,413,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,0,0,1,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
636737,707,2/5/17,2,1,11,7, , , , , , , , , , , ,1,0,0,1,0,1,0,0,0,0,1,1, ,5, , , ,1,2,0, , ,0,0,0, ,1,1,0,4,11
636822,278,2/4/17,2,1,8,12,1,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , ,3, ,1,1,1, , , , ,3,1,1,1,3,0,0,0, ,0
636893,615,2/5/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,1,0,0,0,0,0,0,0, ,3, , , ,1,2,0, , ,0,0,0, ,1,1,0,2,11
637115,814,2/7/17,2,1,6,12,1,1,0,1,1,0,1,0,0,0,0, , , , , , , , , , , , ,5, ,2,2,1, , , , ,3,1,1,1,3,0,0,0, ,0
637296,591,2/4/17,2,1,11,6, , , , , , , , , , , ,1,1,0,1,0,0,0,1,1,1,0,0, ,6, , , ,2,1,3, , ,0,0,0, ,1,1,1,3,11
638188,1065,2/13/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,0,0,0,1,0,1,0,0, ,3, , , ,0,1,2, , ,0,0,0, ,0,1,1,2,11
640482,629,2/5/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
641263,310,2/4/17,2,1,7,12,0,0,0,1,1,1,0,0,0,0,1, , , , , , , , , , , , ,4, ,0,2,1, , , , ,5,0,1,1,3,0,0,0, ,0
698102,461,2/4/17,2,1,7,12,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , ,4, ,0,1,1, , , , ,5,0,1,1,4,0,0,0, ,0
698888,744,2/6/17,2,1,8,12,0,1,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , ,3, ,1,2,0, , , , ,2,1,1,0,2,0,0,0, ,0
699326,929,2/13/17,2,1,3,12,1,0,1,1,1,0,1,1,0,1,1, , , , , , , , , , , , ,8, ,2,2,2, , , , ,5,1,1,1,5,0,0,0, ,0
702326,452,2/4/17,2,1,8,12,0,0,0,0,1,1,0,0,0,1,0, , , , , , , , , , , , ,3, ,0,1,1, , , , ,4,0,1,1,3,0,0,0, ,0
704054,674,2/5/17,2,1,9,12,1,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
705780,967,2/13/17,2,1,11,10, , , , , , , , , , , ,1,0,0,1,0,0,0,0,0,0,0,0, ,2, , , ,1,1,0, , ,0,0,0, ,1,1,0,2,11
706092,914,2/13/17,2,1,11,8, , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,1,0,1, ,4, , , ,1,1,1, , ,0,0,0, ,1,1,1,4,11
706162,596,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,0,0,0,1,0,1,0,0, ,3, , , ,0,1,2, , ,0,0,0, ,0,1,1,2,11
706276,801,2/6/17,2,1,11,8, , , , , , , , , , , ,0,0,0,1,1,1,0,1,0,0,0,0, ,4, , , ,0,3,1, , ,0,0,0, ,0,1,1,2,11
706423,448,2/4/17,2,1,10,12,0,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , ,1, ,0,1,0, , , , ,2,0,1,0,1,0,0,0, ,0
706425,860,2/10/17,2,1,6,12,1,0,0,1,1,0,1,0,0,0,1, , , , , , , , , , , , ,5, ,1,2,1, , , , ,5,1,1,1,4,0,0,0, ,0
706820,327,2/4/17,2,1,11,8, , , , , , , , , , , ,1,1,0,0,0,1,0,0,0,0,1,0, ,4, , , ,2,1,0, , ,0,0,0, ,1,1,0,3,11
706820,832,2/7/17,2,1,11,8, , , , , , , , , , , ,1,1,0,0,0,0,0,0,1,0,1,0, ,4, , , ,2,0,1, , ,0,0,0, ,1,0,1,3,11
707063,552,2/4/17,2,1,11,7, , , , , , , , , , , ,1,0,0,1,1,0,0,1,1,0,0,0, ,5, , , ,1,2,2, , ,0,0,0, ,1,1,1,3,11
708031,162,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
708059,450,2/4/17,2,1,6,12,1,0,0,1,1,1,0,0,0,1,0, , , , , , , , , , , , ,5, ,1,2,1, , , , ,4,1,1,1,4,0,0,0, ,0
708198,859,2/10/17,2,1,9,12,0,0,0,0,0,0,0,0,0,1,1, , , , , , , , , , , , ,2, ,0,0,0, , , , ,5,0,0,0,2,0,0,0, ,0
709241,419,2/4/17,2,1,7,12,0,0,1,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,4, ,1,2,0, , , , ,5,1,1,0,3,0,0,0, ,0
709290,161,2/4/17,2,1,11,9, , , , , , , , , , , ,0,1,0,1,0,0,1,0,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
709555,496,2/4/17,2,1,11,9, , , , , , , , , , , ,1,0,0,1,0,0,1,0,0,0,0,0, ,3, , , ,1,1,1, , ,0,0,0, ,1,1,1,3,11
710119,272,2/4/17,2,1,11,8, , , , , , , , , , , ,0,1,0,1,0,1,0,0,0,0,0,1, ,4, , , ,1,2,0, , ,0,0,0, ,1,1,0,3,11
710422,465,2/4/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
710519,681,2/5/17,2,1,3,12,1,1,0,1,1,1,1,0,1,0,1, , , , , , , , , , , , ,8, ,2,2,3, , , , ,5,1,1,1,4,0,0,0, ,0
710565,716,2/5/17,2,1,8,12,0,0,0,1,0,1,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,1,1, , , , ,5,0,1,1,3,0,0,0, ,0
711148,1200,2/14/17,2,1,11,7, , , , , , , , , , , ,1,0,0,1,1,1,0,1,0,0,0,0, ,5, , , ,1,3,1, , ,0,0,0, ,1,1,1,3,11
712598,375,2/4/17,2,1,9,12,0,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , ,2, ,0,1,1, , , , ,3,0,1,1,2,0,0,0, ,0
712908,900,2/13/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
713183,500,2/4/17,2,1,8,12,1,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , ,3, ,1,1,1, , , , ,3,1,1,1,3,0,0,0, ,0
713891,78,2/4/17,2,1,5,12,1,0,0,1,0,1,1,0,0,1,1, , , , , , , , , , , , ,6, ,1,1,2, , , , ,5,1,1,1,5,0,0,0, ,0
714122,1000,2/13/17,2,1,9,12,1,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , ,2, ,1,1,0, , , , ,2,1,1,0,2,0,0,0, ,0
714205,974,2/13/17,2,1,11,10, , , , , , , , , , , ,0,0,0,0,1,1,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
714378,852,2/9/17,2,1,0,12,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,11, ,3,2,4, , , , ,5,1,1,1,5,0,0,0, ,0
714396,1217,2/14/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,1,0,0,0,0,0,0,0, ,2, , , ,0,2,0, , ,0,0,0, ,0,1,0,1,11
714616,234,2/4/17,2,1,11,11, , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0,0, ,1, , , ,0,1,0, , ,0,0,0, ,0,1,0,1,11
714850,566,2/6/17,2,1,11,0, , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, ,12, , , ,3,3,4, , ,0,0,0, ,1,1,1,5,11
715364,475,2/4/17,2,1,11,6, , , , , , , , , , , ,1,0,0,1,1,0,1,1,0,1,0,0, ,6, , , ,1,2,3, , ,0,0,0, ,1,1,1,3,11
715511,528,2/4/17,2,1,7,12,1,1,0,0,1,0,0,1,0,0,0, , , , , , , , , , , , ,4, ,2,1,1, , , , ,3,1,1,1,3,0,0,0, ,0
715726,1229,2/14/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,0,1,1,0,0,0,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
715918,1038,2/13/17,2,1,6,12,0,1,1,1,0,1,0,0,0,0,1, , , , , , , , , , , , ,5, ,2,1,1, , , , ,5,1,1,1,4,0,0,0, ,0
715933,498,2/4/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,0,0,1,0,0,0,0, ,3, , , ,0,2,1, , ,0,0,0, ,0,1,1,2,11
715969,438,2/4/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
715969,869,2/11/17,2,1,8,12,0,0,0,1,1,0,0,0,0,0,1, , , , , , , , , , , , ,3, ,0,2,0, , , , ,5,0,1,0,2,0,0,0, ,0
716340,711,2/5/17,2,1,11,10, , , , , , , , , , , ,0,0,0,1,0,0,1,0,0,0,0,0, ,2, , , ,0,1,1, , ,0,0,0, ,0,1,1,2,11
716347,22,2/4/17,2,1,11,10, , , , , , , , , , , ,1,0,0,0,0,1,0,0,0,0,0,0, ,2, , , ,1,1,0, , ,0,0,0, ,1,1,0,2,11
716349,579,2/4/17,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0
716458,232,2/4/17,2,1,11,7, , , , , , , , , , , ,1,0,0,1,0,0,1,1,0,0,1,0, ,5, , , ,1,1,2, , ,0,0,0, ,1,1,1,4,11
716466,823,2/7/17,2,1,11,9, , , , , , , , , , , ,0,0,0,1,1,1,0,0,0,0,0,0, ,3, , , ,0,3,0, , ,0,0,0, ,0,1,0,1,11
716485,789,2/6/17,2,1,8,12,0,0,0,1,1,0,0,0,0,1,0, , , , , , , , , , , , ,3, ,0,2,0, , , , ,4,0,1,0,2,0,0,0, ,0
716679,737,2/6/17,2,1,7,12,1,0,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , ,4, ,1,1,1, , , , ,5,1,1,1,4,0,0,0, ,0
